"Name","Platform","Compiles","CompilesDouble","Uses","UsesDouble","PermutationString"
"/Game/Character_Appearance_Dissolve/DemoRoom/Materials/M_Glass.M_Glass","0","34","0","34","34","Compiling M_Glass: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}, StaticSwitch'UseDecal2-1'=False"
"/AppleARKit/M_OcclusionOverlay.M_OcclusionOverlay","0","9","0","9","9","Compiling M_OcclusionOverlay: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}, StaticSwitch'UseOcclusionDepth2-1'=False"
"/AppleARKit/M_OcclusionOverlay.M_OcclusionOverlay","0","9","0","1","53","Compiling M_OcclusionOverlay: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}, StaticSwitch'UseOcclusionDepth2-1'=True"
"/Game/UnleashedboxerAnimSet/demo/Materials/FX_Materials/Master/M_beam.M_beam","0","6","0","1","14","Compiling M_beam: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}, StaticSwitch'Direction Switch (B)2-1'=True"
"/Game/Assets/Sty_Explosions_VFX/Materials/M_Flash.M_Flash","0","12","0","12","12","Compiling M_Flash: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites}, StaticSwitch'CustomRotator2-1'=True, StaticSwitch'Semicircle2-1'=True"
"/Game/Assets/Sty_Explosions_VFX/Materials/M_Flash.M_Flash","0","12","0","12","12","Compiling M_Flash: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites}, StaticSwitch'CustomRotator2-1'=True, StaticSwitch'Semicircle2-1'=False"
"/Game/Assets/Sty_Explosions_VFX/Materials/Decals/M_ExplosionDecal.M_ExplosionDecal","0","40","40","40","120","Compiling M_ExplosionDecal: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}, StaticSwitch'UseCracksDecal2-1'=True, StaticSwitch'UseEmissive2-1'=True, StaticSwitch'UseExplosionDecal2-1'=True"
"/Game/Assets/Sty_Explosions_VFX/Materials/Decals/M_ExplosionDecal.M_ExplosionDecal","0","40","0","40","40","Compiling M_ExplosionDecal: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}, StaticSwitch'UseCracksDecal2-1'=True, StaticSwitch'UseEmissive2-1'=True, StaticSwitch'UseExplosionDecal2-1'=False"
"/Game/Assets/Sty_Explosions_VFX/Materials/Decals/M_ExplosionDecal.M_ExplosionDecal","0","40","0","40","40","Compiling M_ExplosionDecal: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}, StaticSwitch'UseCracksDecal2-1'=False, StaticSwitch'UseEmissive2-1'=False, StaticSwitch'UseExplosionDecal2-1'=True"
"/Game/Characters/Heroes/Mannequin/Materials/M_Mannequin.M_Mannequin","0","86","0","45","497","Compiling M_Mannequin: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'UseLogo2-1'=True"
"/Game/Characters/Heroes/Mannequin/Materials/M_Mannequin.M_Mannequin","0","86","0","1","1642","Compiling M_Mannequin: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ClearCoat, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithSkeletalMesh}, StaticSwitch'UseLogo2-1'=False"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","8","0","8","8","Compiling DebugMeshMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","7","0","7","7","Compiling RemoveSurfaceMaterial: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Opaque, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Interchange/gltf/M_Transmission.M_Transmission","0","28","0","5","251","Compiling M_Transmission: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ThinTranslucent, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Interchange/gltf/M_Transmission.M_Transmission","0","30","0","1","257","Compiling M_Transmission: Platform=PCD3D_SM5, Usage=LightingModel=MSM_ThinTranslucent, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={}"
"/Game/Assets/BlinkAndDashVFX/Materials/Master/M_VFX_Trail.M_VFX_Trail","0","50","0","50","50","Compiling M_VFX_Trail: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Blending Add/Lerp2-1'=True, StaticSwitch'Use Emissive Colors2-1'=False, StaticSwitch'Use Emissive Distortion2-1'=True, StaticSwitch'Use Emissive Texture 22-1'=False, StaticSwitch'Use Fresnel2-1'=True, StaticSwitch'Use_Emissive_Texture2-1'=True, StaticSwitch'Use_Mask_Texture2-1'=True, StaticSwitch'Use_Ramp_Texture2-1'=False, StaticSwitch'Use_Refraction2-1'=False"
"/Game/Assets/BlinkAndDashVFX/Materials/Master/M_VFX_Trail.M_VFX_Trail","0","50","0","1","286","Compiling M_VFX_Trail: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Blending Add/Lerp2-1'=True, StaticSwitch'Use Emissive Colors2-1'=False, StaticSwitch'Use Emissive Distortion2-1'=True, StaticSwitch'Use Emissive Texture 22-1'=False, StaticSwitch'Use Fresnel2-1'=True, StaticSwitch'Use_Emissive_Texture2-1'=True, StaticSwitch'Use_Mask_Texture2-1'=False, StaticSwitch'Use_Ramp_Texture2-1'=False, StaticSwitch'Use_Refraction2-1'=True"
"/Game/Assets/BlinkAndDashVFX/Materials/Master/M_VFX_Trail.M_VFX_Trail","0","50","0","2","373","Compiling M_VFX_Trail: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Blending Add/Lerp2-1'=True, StaticSwitch'Use Emissive Colors2-1'=False, StaticSwitch'Use Emissive Distortion2-1'=True, StaticSwitch'Use Emissive Texture 22-1'=False, StaticSwitch'Use Fresnel2-1'=False, StaticSwitch'Use_Emissive_Texture2-1'=True, StaticSwitch'Use_Mask_Texture2-1'=True, StaticSwitch'Use_Ramp_Texture2-1'=False, StaticSwitch'Use_Refraction2-1'=False"
"/Game/Assets/BlinkAndDashVFX/Materials/Master/M_VFX_Trail.M_VFX_Trail","0","50","0","3","486","Compiling M_VFX_Trail: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Blending Add/Lerp2-1'=True, StaticSwitch'Use Emissive Colors2-1'=False, StaticSwitch'Use Emissive Distortion2-1'=False, StaticSwitch'Use Emissive Texture 22-1'=False, StaticSwitch'Use Fresnel2-1'=False, StaticSwitch'Use_Emissive_Texture2-1'=True, StaticSwitch'Use_Mask_Texture2-1'=True, StaticSwitch'Use_Ramp_Texture2-1'=True, StaticSwitch'Use_Refraction2-1'=False"
"/Game/Assets/BlinkAndDashVFX/Materials/Master/M_VFX_Trail.M_VFX_Trail","0","50","0","7","326","Compiling M_VFX_Trail: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Blending Add/Lerp2-1'=True, StaticSwitch'Use Emissive Colors2-1'=False, StaticSwitch'Use Emissive Distortion2-1'=True, StaticSwitch'Use Emissive Texture 22-1'=False, StaticSwitch'Use Fresnel2-1'=True, StaticSwitch'Use_Emissive_Texture2-1'=True, StaticSwitch'Use_Mask_Texture2-1'=True, StaticSwitch'Use_Ramp_Texture2-1'=True, StaticSwitch'Use_Refraction2-1'=False"
"/Game/Assets/BlinkAndDashVFX/Materials/Master/M_VFX_Trail.M_VFX_Trail","0","50","0","1","670","Compiling M_VFX_Trail: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Blending Add/Lerp2-1'=True, StaticSwitch'Use Emissive Colors2-1'=False, StaticSwitch'Use Emissive Distortion2-1'=False, StaticSwitch'Use Emissive Texture 22-1'=False, StaticSwitch'Use Fresnel2-1'=False, StaticSwitch'Use_Emissive_Texture2-1'=True, StaticSwitch'Use_Mask_Texture2-1'=True, StaticSwitch'Use_Ramp_Texture2-1'=False, StaticSwitch'Use_Refraction2-1'=False"
"/Game/Assets/BlinkAndDashVFX/Materials/Master/M_VFX_Trail.M_VFX_Trail","0","50","0","1","784","Compiling M_VFX_Trail: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Blending Add/Lerp2-1'=True, StaticSwitch'Use Emissive Colors2-1'=False, StaticSwitch'Use Emissive Distortion2-1'=False, StaticSwitch'Use Emissive Texture 22-1'=False, StaticSwitch'Use Fresnel2-1'=False, StaticSwitch'Use_Emissive_Texture2-1'=True, StaticSwitch'Use_Mask_Texture2-1'=True, StaticSwitch'Use_Ramp_Texture2-1'=False, StaticSwitch'Use_Refraction2-1'=False"
"/Game/Assets/BlinkAndDashVFX/Materials/Master/M_VFX_Trail.M_VFX_Trail","0","50","0","6","640","Compiling M_VFX_Trail: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Blending Add/Lerp2-1'=True, StaticSwitch'Use Emissive Colors2-1'=False, StaticSwitch'Use Emissive Distortion2-1'=False, StaticSwitch'Use Emissive Texture 22-1'=False, StaticSwitch'Use Fresnel2-1'=False, StaticSwitch'Use_Emissive_Texture2-1'=False, StaticSwitch'Use_Mask_Texture2-1'=True, StaticSwitch'Use_Ramp_Texture2-1'=False, StaticSwitch'Use_Refraction2-1'=False"
"/Game/Assets/BlinkAndDashVFX/Materials/Master/M_VFX_Trail.M_VFX_Trail","0","50","0","50","70","Compiling M_VFX_Trail: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Blending Add/Lerp2-1'=False, StaticSwitch'Use Emissive Colors2-1'=False, StaticSwitch'Use Emissive Distortion2-1'=False, StaticSwitch'Use Emissive Texture 22-1'=True, StaticSwitch'Use Fresnel2-1'=True, StaticSwitch'Use_Emissive_Texture2-1'=True, StaticSwitch'Use_Mask_Texture2-1'=False, StaticSwitch'Use_Ramp_Texture2-1'=False, StaticSwitch'Use_Refraction2-1'=False"
"/Game/Assets/BlinkAndDashVFX/Materials/Master/M_VFX_Trail.M_VFX_Trail","0","50","0","50","92","Compiling M_VFX_Trail: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Blending Add/Lerp2-1'=True, StaticSwitch'Use Emissive Colors2-1'=True, StaticSwitch'Use Emissive Distortion2-1'=True, StaticSwitch'Use Emissive Texture 22-1'=True, StaticSwitch'Use Fresnel2-1'=True, StaticSwitch'Use_Emissive_Texture2-1'=True, StaticSwitch'Use_Mask_Texture2-1'=False, StaticSwitch'Use_Ramp_Texture2-1'=False, StaticSwitch'Use_Refraction2-1'=False"
"/Game/Assets/BlinkAndDashVFX/Materials/Master/M_VFX_Trail.M_VFX_Trail","0","50","0","50","50","Compiling M_VFX_Trail: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Blending Add/Lerp2-1'=True, StaticSwitch'Use Emissive Colors2-1'=True, StaticSwitch'Use Emissive Distortion2-1'=True, StaticSwitch'Use Emissive Texture 22-1'=True, StaticSwitch'Use Fresnel2-1'=False, StaticSwitch'Use_Emissive_Texture2-1'=True, StaticSwitch'Use_Mask_Texture2-1'=True, StaticSwitch'Use_Ramp_Texture2-1'=False, StaticSwitch'Use_Refraction2-1'=False"
"/Game/Assets/BlinkAndDashVFX/Materials/Master/M_VFX_Trail.M_VFX_Trail","0","50","0","50","50","Compiling M_VFX_Trail: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=1, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Blending Add/Lerp2-1'=True, StaticSwitch'Use Emissive Colors2-1'=False, StaticSwitch'Use Emissive Distortion2-1'=True, StaticSwitch'Use Emissive Texture 22-1'=True, StaticSwitch'Use Fresnel2-1'=True, StaticSwitch'Use_Emissive_Texture2-1'=True, StaticSwitch'Use_Mask_Texture2-1'=True, StaticSwitch'Use_Ramp_Texture2-1'=False, StaticSwitch'Use_Refraction2-1'=False"
"/Game/Assets/Sty_Explosions_VFX/Materials/M_Explosion.M_Explosion","0","65","0","65","130","Compiling M_Explosion: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Fire2-1'=True, StaticSwitch'Mesh2-1'=False, StaticSwitch'Smoke2-1'=True"
"/Game/Assets/Sty_Explosions_VFX/Materials/M_Explosion.M_Explosion","0","65","0","65","65","Compiling M_Explosion: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Fire2-1'=True, StaticSwitch'Mesh2-1'=False, StaticSwitch'Smoke2-1'=False"
"/Game/Assets/Sty_Explosions_VFX/Materials/M_Explosion.M_Explosion","0","65","0","12","840","Compiling M_Explosion: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Fire2-1'=True, StaticSwitch'Mesh2-1'=True, StaticSwitch'Smoke2-1'=True"
"/Game/Character_Appearance_Dissolve/Materials/Standart/M_Appearance_18.M_Appearance_18","0","49","0","2","354","Compiling M_Appearance_18: Platform=PCD3D_SM5, Usage=LightingModel=MSM_DefaultLit, BlendMode=BLEND_Masked, SpecialEngine=0, TwoSided=0, TSNormal=1, Masked=1, Distorted=0, WritesEveryPixel=0, ModifiesMeshPosition=0, Usage={bUsedWithStaticLighting}"
"/Game/Assets/BlinkAndDashVFX/Materials/Master/M_VFX_Particle.M_VFX_Particle","0","38","0","5","173","Compiling M_VFX_Particle: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Translucent, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Luminance from Linear2-1'=False, StaticSwitch'Texture Opacity R/A2-1'=False, StaticSwitch'Use_Hdr_From_Ldr2-1'=False"
"/Game/Assets/BlinkAndDashVFX/Materials/Master/M_VFX_Particle.M_VFX_Particle","0","38","0","38","51","Compiling M_VFX_Particle: Platform=PCD3D_SM5, Usage=LightingModel=MSM_Unlit, BlendMode=BLEND_Additive, SpecialEngine=0, TwoSided=1, TSNormal=1, Masked=0, Distorted=0, WritesEveryPixel=1, ModifiesMeshPosition=0, Usage={bUsedWithParticleSprites,bUsedWithMeshParticles,bUsedWithNiagaraSprites,bUsedWithNiagaraMeshParticles}, StaticSwitch'Luminance from Linear2-1'=True, StaticSwitch'Texture Opacity R/A2-1'=True, StaticSwitch'Use_Hdr_From_Ldr2-1'=False"
